Price,Close,High,Low,Open,Volume
Ticker,USDCNY=X,USDCNY=X,USDCNY=X,USDCNY=X,USDCNY=X
Datetime,,,,,
2025-04-17 23:13:00+00:00,7.298500061035156,7.298500061035156,7.298500061035156,7.298500061035156,0
2025-04-17 23:17:00+00:00,7.298500061035156,7.298500061035156,7.298500061035156,7.298500061035156,0
2025-04-17 23:32:00+00:00,7.298500061035156,7.298500061035156,7.298500061035156,7.298500061035156,0
2025-04-18 01:31:00+00:00,7.302299976348877,7.302299976348877,7.302299976348877,7.302299976348877,0
2025-04-18 01:32:00+00:00,7.301700115203857,7.301700115203857,7.301700115203857,7.301700115203857,0
2025-04-18 01:33:00+00:00,7.300099849700928,7.300099849700928,7.300099849700928,7.300099849700928,0
2025-04-18 01:34:00+00:00,7.298699855804443,7.298699855804443,7.298699855804443,7.298699855804443,0
2025-04-18 01:35:00+00:00,7.298600196838379,7.298600196838379,7.298600196838379,7.298600196838379,0
2025-04-18 01:36:00+00:00,7.299900054931641,7.299900054931641,7.299900054931641,7.299900054931641,0
2025-04-18 01:37:00+00:00,7.300099849700928,7.300099849700928,7.300099849700928,7.300099849700928,0
2025-04-18 01:38:00+00:00,7.299900054931641,7.299900054931641,7.299900054931641,7.299900054931641,0
2025-04-18 01:39:00+00:00,7.300300121307373,7.300300121307373,7.300300121307373,7.300300121307373,0
2025-04-18 01:40:00+00:00,7.299600124359131,7.299600124359131,7.299600124359131,7.299600124359131,0
2025-04-18 01:43:00+00:00,7.300099849700928,7.300099849700928,7.300099849700928,7.300099849700928,0
2025-04-18 01:44:00+00:00,7.30019998550415,7.30019998550415,7.30019998550415,7.30019998550415,0
2025-04-18 01:46:00+00:00,7.30019998550415,7.30019998550415,7.30019998550415,7.30019998550415,0
2025-04-18 01:47:00+00:00,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0
2025-04-18 01:48:00+00:00,7.299900054931641,7.299900054931641,7.299900054931641,7.299900054931641,0
2025-04-18 01:49:00+00:00,7.298999786376953,7.298999786376953,7.298999786376953,7.298999786376953,0
2025-04-18 01:50:00+00:00,7.299099922180176,7.299099922180176,7.299099922180176,7.299099922180176,0
2025-04-18 01:51:00+00:00,7.298600196838379,7.298600196838379,7.298600196838379,7.298600196838379,0
2025-04-18 01:52:00+00:00,7.298099994659424,7.298099994659424,7.298099994659424,7.298099994659424,0
2025-04-18 01:53:00+00:00,7.298299789428711,7.298299789428711,7.298299789428711,7.298299789428711,0
2025-04-18 01:54:00+00:00,7.297699928283691,7.297699928283691,7.297699928283691,7.297699928283691,0
2025-04-18 01:55:00+00:00,7.296899795532227,7.296899795532227,7.296899795532227,7.296899795532227,0
2025-04-18 01:56:00+00:00,7.295300006866455,7.295300006866455,7.295300006866455,7.295300006866455,0
2025-04-18 01:57:00+00:00,7.293000221252441,7.293000221252441,7.293000221252441,7.293000221252441,0
2025-04-18 01:58:00+00:00,7.291999816894531,7.291999816894531,7.291999816894531,7.291999816894531,0
